ZIPCode,ideal_count,Latitude,Longitude,Ideal Customer Count:,TopOccupations_x,TopOccupations_y,Most Common Occupations:
32639,1,29.252233,-82.723731,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
32640,100,29.629381,-82.071511,100,"['CookingEnthusiast', 'BookReader', 'HomeDecoratingEnthusiast']","['CookingEnthusiast', 'BookReader', 'HomeDecoratingEnthusiast']","['CookingEnthusiast', 'BookReader', 'HomeDecoratingEnthusiast']"
32641,140,29.664133,-82.298336,140,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32643,126,29.820175,-82.717806,126,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
32644,7,29.479111,-82.862387,7,"['AutomotiveBuff', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']","['AutomotiveBuff', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']","['AutomotiveBuff', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']"
32648,5,29.518223,-83.26157,5,"['OutdoorEnthusiast', 'PresenceOfChildrenInd', 'Jewelry']","['OutdoorEnthusiast', 'PresenceOfChildrenInd', 'Jewelry']","['OutdoorEnthusiast', 'PresenceOfChildrenInd', 'Jewelry']"
32653,162,29.735666,-82.381612,162,"['CookingEnthusiast', 'BookReader', 'HomeDecoratingEnthusiast']","['CookingEnthusiast', 'BookReader', 'HomeDecoratingEnthusiast']","['CookingEnthusiast', 'BookReader', 'HomeDecoratingEnthusiast']"
32655,9,29.829623,-82.596513,9,"['ExerciseEnthusiast', 'AutomotiveBuff', 'BookReader']","['ExerciseEnthusiast', 'AutomotiveBuff', 'BookReader']","['ExerciseEnthusiast', 'AutomotiveBuff', 'BookReader']"
32656,159,29.826636,-81.921181,159,"['CookingEnthusiast', 'BookReader', 'PresenceOfChildrenInd']","['CookingEnthusiast', 'BookReader', 'PresenceOfChildrenInd']","['CookingEnthusiast', 'BookReader', 'PresenceOfChildrenInd']"
32658,1,29.84156,-82.405355,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
32663,2,29.330991,-82.196855,2,"['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']"
32664,3,29.448609,-82.217162,3,"['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']"
32666,65,29.758078,-81.945121,65,"['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']","['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']","['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']"
32667,47,29.533165,-82.309303,47,"['ExerciseEnthusiast', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['ExerciseEnthusiast', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['ExerciseEnthusiast', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
32668,48,29.240432,-82.407167,48,"['HomeDecoratingEnthusiast', 'CookingEnthusiast', 'BookReader']","['HomeDecoratingEnthusiast', 'CookingEnthusiast', 'BookReader']","['HomeDecoratingEnthusiast', 'CookingEnthusiast', 'BookReader']"
32669,175,29.650367,-82.528062,175,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32680,114,29.648004,-82.997818,114,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
32681,3,29.428818,-82.220511,3,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
32686,45,29.373928,-82.205099,45,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32693,126,29.590644,-82.900672,126,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32694,13,29.782424,-82.131419,13,"['CookingEnthusiast', 'ExerciseEnthusiast', 'BookReader']","['CookingEnthusiast', 'ExerciseEnthusiast', 'BookReader']","['CookingEnthusiast', 'ExerciseEnthusiast', 'BookReader']"
32696,116,29.388309,-82.451069,116,"['CookingEnthusiast', 'BookReader', 'ExerciseEnthusiast']","['CookingEnthusiast', 'BookReader', 'ExerciseEnthusiast']","['CookingEnthusiast', 'BookReader', 'ExerciseEnthusiast']"
32701,216,28.678239,-81.358625,216,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32702,37,29.015009,-81.637726,37,"['CookingEnthusiast', 'PresenceOfChildrenInd', 'Gardener']","['CookingEnthusiast', 'PresenceOfChildrenInd', 'Gardener']","['CookingEnthusiast', 'PresenceOfChildrenInd', 'Gardener']"
32703,526,28.654564,-81.493717,526,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32704,12,28.690442,-81.508208,12,"['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'OutdoorEnthusiast']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'OutdoorEnthusiast']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'OutdoorEnthusiast']"
32707,379,28.655622,-81.314762,379,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32708,498,28.69031,-81.310027,498,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32709,21,28.533382,-80.996924,21,"['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']","['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']","['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']"
32710,3,28.613665,-81.482664,3,"['Jewelry', 'OnlinePurchasingIndicator', 'BookReader']","['Jewelry', 'OnlinePurchasingIndicator', 'BookReader']","['Jewelry', 'OnlinePurchasingIndicator', 'BookReader']"
32712,487,28.685235,-81.517279,487,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
32713,238,28.883106,-81.295576,238,"['CookingEnthusiast', 'BookReader', 'ExerciseEnthusiast']","['CookingEnthusiast', 'BookReader', 'ExerciseEnthusiast']","['CookingEnthusiast', 'BookReader', 'ExerciseEnthusiast']"
32714,360,28.674677,-81.413623,360,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32715,1,28.66634,-81.401685,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
32716,10,28.66634,-81.401685,10,"['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']"
32718,2,28.702102,-81.268833,2,"['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']","['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']","['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']"
32719,6,28.702102,-81.268833,6,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
32720,378,28.98893,-81.321467,378,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32721,7,29.02679,-81.297734,7,"['PresenceOfChildrenInd', 'BookReader', 'FoodWines']","['PresenceOfChildrenInd', 'BookReader', 'FoodWines']","['PresenceOfChildrenInd', 'BookReader', 'FoodWines']"
32723,4,29.033909,-81.303544,4,"['OnlinePurchasingIndicator', 'BookReader', 'CookingEnthusiast']","['OnlinePurchasingIndicator', 'BookReader', 'CookingEnthusiast']","['OnlinePurchasingIndicator', 'BookReader', 'CookingEnthusiast']"
32724,431,29.059543,-81.253602,431,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
32725,485,28.881926,-81.259347,485,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
32726,204,28.858691,-81.667554,204,"['PresenceOfChildrenInd', 'CookingEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'CookingEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'CookingEnthusiast', 'BookReader']"
32727,2,28.855725,-81.683837,2,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
32728,3,28.888867,-81.276578,3,"['ExerciseEnthusiast', 'UpscaleLiving', 'AutomotiveBuff']","['ExerciseEnthusiast', 'UpscaleLiving', 'AutomotiveBuff']","['ExerciseEnthusiast', 'UpscaleLiving', 'AutomotiveBuff']"
32730,68,28.648296,-81.344271,68,"['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']"
32732,63,28.742388,-81.133945,63,"['ExerciseEnthusiast', 'BookReader', 'PresenceOfChildrenInd']","['ExerciseEnthusiast', 'BookReader', 'PresenceOfChildrenInd']","['ExerciseEnthusiast', 'BookReader', 'PresenceOfChildrenInd']"
32733,3,28.61147,-81.286264,3,"['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']"
32735,58,28.880065,-81.752104,58,"['BookReader', 'ExerciseEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'ExerciseEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'ExerciseEnthusiast', 'HomeDecoratingEnthusiast']"
32736,112,28.861099,-81.514976,112,"['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']"
32738,507,28.927851,-81.191724,507,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32739,6,28.921899,-81.185588,6,"['PresenceOfChildrenInd', 'FoodWines', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'FoodWines', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'FoodWines', 'CookingEnthusiast']"
32744,44,28.995363,-81.235737,44,"['BookReader', 'ExerciseEnthusiast', 'CookingEnthusiast']","['BookReader', 'ExerciseEnthusiast', 'CookingEnthusiast']","['BookReader', 'ExerciseEnthusiast', 'CookingEnthusiast']"
32746,445,28.758726,-81.34234,445,"['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']"
32747,7,28.825095,-81.32232,7,"['PresenceOfChildrenInd', 'OutdoorEnthusiast', 'AutomotiveBuff']","['PresenceOfChildrenInd', 'OutdoorEnthusiast', 'AutomotiveBuff']","['PresenceOfChildrenInd', 'OutdoorEnthusiast', 'AutomotiveBuff']"
32750,297,28.696669,-81.339058,297,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32751,246,28.630896,-81.348813,246,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32752,4,28.700806,-81.416531,4,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
32753,3,28.880306,-81.309324,3,"['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']"
32754,146,28.702551,-80.863191,146,"['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']","['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']","['BookReader', 'CookingEnthusiast', 'OutdoorEnthusiast']"
32756,4,28.807053,-81.671542,4,"['BookReader', 'ExerciseEnthusiast', 'Gardener']","['BookReader', 'ExerciseEnthusiast', 'Gardener']","['BookReader', 'ExerciseEnthusiast', 'Gardener']"
32757,243,28.826048,-81.630692,243,"['BookReader', 'CookingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'CookingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'CookingEnthusiast', 'PresenceOfChildrenInd']"
32759,29,28.900494,-80.857457,29,"['PresenceOfChildrenInd', 'HomeDecoratingEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'HomeDecoratingEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'HomeDecoratingEnthusiast', 'BookReader']"
32762,10,28.671876,-81.208034,10,"['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']"
32763,227,28.932705,-81.316504,227,"['BookReader', 'PresenceOfChildrenInd', 'ExerciseEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'ExerciseEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'ExerciseEnthusiast']"
32764,36,28.845878,-81.154964,36,"['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']"
32765,635,28.663014,-81.181431,635,"['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']"
32766,168,28.64816,-81.120277,168,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32767,32,28.961119,-81.518445,32,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
32768,2,28.696719,-81.557012,2,"['AutomotiveBuff', 'BookReader', 'HomeDecoratingEnthusiast']","['AutomotiveBuff', 'BookReader', 'HomeDecoratingEnthusiast']","['AutomotiveBuff', 'BookReader', 'HomeDecoratingEnthusiast']"
32771,553,28.800957,-81.295836,553,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
32772,10,28.811157,-81.264825,10,"['ExerciseEnthusiast', 'PresenceOfChildrenInd', 'OnlinePurchasingIndicator']","['ExerciseEnthusiast', 'PresenceOfChildrenInd', 'OnlinePurchasingIndicator']","['ExerciseEnthusiast', 'PresenceOfChildrenInd', 'OnlinePurchasingIndicator']"
32773,309,28.781805,-81.292882,309,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32774,2,28.936409,-81.296357,2,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
32775,1,28.766014,-80.877064,1,"['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']"
32776,142,28.79403,-81.528429,142,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32777,2,28.762927,-81.630739,2,"['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']"
32778,231,28.806074,-81.718145,231,"['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']"
32779,336,28.692535,-81.458258,336,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
32780,449,28.585613,-80.824852,449,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
32781,7,28.585128,-80.800771,7,"['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']"
32784,94,28.953071,-81.760085,94,"['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']"
32789,295,28.609098,-81.331598,295,"['HomeDecoratingEnthusiast', 'BookReader', 'CookingEnthusiast']","['HomeDecoratingEnthusiast', 'BookReader', 'CookingEnthusiast']","['HomeDecoratingEnthusiast', 'BookReader', 'CookingEnthusiast']"
32790,7,28.599347,-81.35243,7,"['BookReader', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']"
32791,5,28.700806,-81.416531,5,"['HomeDecoratingEnthusiast', 'PresenceOfChildrenInd', 'BookReader']","['HomeDecoratingEnthusiast', 'PresenceOfChildrenInd', 'BookReader']","['HomeDecoratingEnthusiast', 'PresenceOfChildrenInd', 'BookReader']"
32792,504,28.586788,-81.312356,504,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32793,3,28.598087,-81.303878,3,"['Gardener', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['Gardener', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['Gardener', 'PresenceOfChildrenInd', 'CookingEnthusiast']"
32794,2,28.618284,-81.380624,2,"['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']"
32795,9,28.755341,-81.338401,9,"['ExerciseEnthusiast', 'PresenceOfChildrenInd', 'BookReader']","['ExerciseEnthusiast', 'PresenceOfChildrenInd', 'BookReader']","['ExerciseEnthusiast', 'PresenceOfChildrenInd', 'BookReader']"
32796,221,28.627649,-80.860194,221,"['BookReader', 'ExerciseEnthusiast', 'CookingEnthusiast']","['BookReader', 'ExerciseEnthusiast', 'CookingEnthusiast']","['BookReader', 'ExerciseEnthusiast', 'CookingEnthusiast']"
32798,24,28.714772,-81.567499,24,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
32801,130,28.540922,-81.370437,130,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32802,5,28.545147,-81.377904,5,"['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']","['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']","['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']"
32803,217,28.532863,-81.355158,217,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
32804,196,28.573371,-81.395919,196,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
32805,189,28.520856,-81.388974,189,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32806,266,28.493737,-81.360619,266,"['BookReader', 'CookingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'CookingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'CookingEnthusiast', 'PresenceOfChildrenInd']"
32807,310,28.559384,-81.283997,310,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32808,411,28.560174,-81.465589,411,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
32809,218,28.452146,-81.394839,218,"['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'CookingEnthusiast']"
32810,301,28.617118,-81.466669,301,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32811,344,28.538308,-81.43742,344,"['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']"
32812,356,28.521394,-81.317255,356,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32814,86,28.575639,-81.335464,86,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
32816,1,28.596861,-81.203606,1,"['Jewelry', 'OnlinePurchasingIndicator', 'BookReader']","['Jewelry', 'OnlinePurchasingIndicator', 'BookReader']","['Jewelry', 'OnlinePurchasingIndicator', 'BookReader']"
32817,347,28.609465,-81.242849,347,"['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']"
32818,386,28.562443,-81.497587,386,"['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'BookReader']"
32819,322,28.45348,-81.44397,322,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
32820,118,28.58988,-81.118783,118,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
32821,215,28.400601,-81.444731,215,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
